job.name,scen.name,rep.name,rep.methods,model,coef_of_interest,N,imp_m,imp_maxit,mice_method,dag_name,method,bhat,bhat_lo,bhat_hi,bhat_width,overall.error,beta,form_string,gold_form_string,sancheck.prop_complete,sancheck.di_ours.vars
job_1,1,32,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-std,0.0188691157616967,-0.0607991206551962,0.0985373521785896,0.159336472833786,,0,A ~ 1,A1 ~ 1,0.371,A B
job_1,1,32,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-ours,0.0299991517719795,-0.0680803096292985,0.128078613173257,0.196158922802556,,0,A ~ 1,A1 ~ 1,0.371,A B
job_1,1,33,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,gold,0.0516113554347059,-0.00910336697383755,0.112326077843249,0.121429444817087,,0,A ~ 1,A1 ~ 1,0.413,A B
job_1,1,33,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-std,0.086124805866099,0.0199885953668447,0.152261016365353,0.132272420998509,,0,A ~ 1,A1 ~ 1,0.413,A B
job_1,1,33,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-ours,0.0703164779274064,0.0020165851387868,0.138616370716026,0.136599785577239,,0,A ~ 1,A1 ~ 1,0.413,A B
job_1,1,34,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,gold,0.0438158965178977,-0.0185828155732378,0.106214608609033,0.124797424182271,,0,A ~ 1,A1 ~ 1,0.392,A B
job_1,1,34,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-std,-0.00968027137343667,-0.100825765859334,0.0814652231124602,0.182290988971794,,0,A ~ 1,A1 ~ 1,0.392,A B
job_1,1,34,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-ours,-0.00559324864181943,-0.0826778175364705,0.0714913202528316,0.154169137789302,,0,A ~ 1,A1 ~ 1,0.392,A B
job_1,1,35,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,gold,-0.0528446334466564,-0.11469650466365,0.00900723777033721,0.123703742433987,,0,A ~ 1,A1 ~ 1,0.362,A B
job_1,1,35,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-std,-0.0786120466619734,-0.156489182045158,-0.000734911278788955,0.155754270766369,,0,A ~ 1,A1 ~ 1,0.362,A B
job_1,1,35,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-ours,-0.0733796234051325,-0.184117885436497,0.0373586386262316,0.221476524062728,,0,A ~ 1,A1 ~ 1,0.362,A B
job_1,1,36,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,gold,0.0254405997562369,-0.0347122790589682,0.085593478571442,0.12030575763041,,0,A ~ 1,A1 ~ 1,0.398,A B
job_1,1,36,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-std,0.0614864789423304,-0.00933537358843224,0.132308331473093,0.141643705061525,,0,A ~ 1,A1 ~ 1,0.398,A B
job_1,1,36,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-ours,0.0731264949228163,-0.0190409411571783,0.165293931002811,0.184334872159989,,0,A ~ 1,A1 ~ 1,0.398,A B
job_1,1,37,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,gold,-0.00260588374662103,-0.0649501820813592,0.0597384145881172,0.124688596669476,,0,A ~ 1,A1 ~ 1,0.359,A B
job_1,1,37,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-std,-0.00490650865216767,-0.0850246120916102,0.0752115947872749,0.160236206878885,,0,A ~ 1,A1 ~ 1,0.359,A B
job_1,1,37,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-ours,-0.0205085652501345,-0.107764423817572,0.0667472933173033,0.174511717134876,,0,A ~ 1,A1 ~ 1,0.359,A B
job_1,1,38,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,gold,0.0337848927073781,-0.0280030611177592,0.0955728465325153,0.123575907650274,,0,A ~ 1,A1 ~ 1,0.39,A B
job_1,1,38,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-std,0.000914282563119419,-0.0652737151497798,0.0671022802760186,0.132375995425798,,0,A ~ 1,A1 ~ 1,0.39,A B
job_1,1,38,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,MICE-ours,0.0100256972159906,-0.0718814686876712,0.0919328631196525,0.163814331807324,,0,A ~ 1,A1 ~ 1,0.39,A B
job_1,1,39,gold ; MICE-std ; MICE-ours,OLS,(Intercept),1000,5,100,norm,2B,gold,0.0376356599212105,-0.0245228187982325,0.0997941386406534,0.124316957438886,,0,A ~ 1,A1 ~ 1,0.387,A B
